21134 2021-11-22 [2, 6, 14, 19, 28]--[1, 6]
24030 2024-03-18 [8, 9, 11, 19, 30]--[6, 12]
24031 2024-03-20 [9, 12, 15, 30, 34]--[5, 6]
24032 2024-03-23 [5, 15, 26, 33, 35]--[1, 9]
24033 2024-03-25 [4, 8, 10, 11, 15]--[7, 9]
24034 2024-03-27 [23, 26, 27, 29, 33]--[5, 8]
24035 2024-03-30 [5, 13, 17, 29, 33]--[5, 12]
24036 2024-04-01 [2, 5, 11, 32, 34]--[6, 10]
24037 2024-04-03 [17, 19, 20, 29, 35]--[7, 11]
24038 2024-04-06 [15, 22, 24, 25, 29]--[1, 5]
24039 2024-04-08 [3, 10, 11, 20, 22]--[6, 10]
24040 2024-04-10 [5, 12, 16, 29, 30]--[3, 6]
24041 2024-04-13 [6, 8, 14, 16, 28]--[3, 5]
24042 2024-04-15 [1, 8, 15, 23, 35]--[5, 12]
24043 2024-04-17 [3, 4, 8, 14, 27]--[5, 7]
24044 2024-04-20 [3, 13, 15, 17, 22]--[6, 10]
24045 2024-04-22 [9, 10, 14, 31, 32]--[3, 8]
24046 2024-04-24 [6, 12, 17, 29, 30]--[7, 11]
24047 2024-04-27 [11, 19, 21, 26, 35]--[10, 11]
24048 2024-04-29 [12, 18, 21, 26, 28]--[8, 9]
24049 2024-05-01 [4, 6, 9, 10, 22]--[1, 8]
24050 2024-05-04 [3, 4, 14, 18, 26]--[7, 9]
24051 2024-05-06 [5, 21, 22, 23, 29]--[1, 2]
24052 2024-05-08 [2, 3, 13, 22, 34]--[4, 8]
24053 2024-05-11 [1, 7, 19, 20, 35]--[3, 9]
24054 2024-05-13 [5, 6, 9, 11, 22]--[1, 3]
24055 2024-05-15 [7, 17, 22, 30, 34]--[5, 7]
24056 2024-05-18 [16, 17, 18, 27, 35]--[6, 12]
24057 2024-05-20 [9, 25, 30, 33, 34]--[3, 9]
24058 2024-05-22 [6, 10, 13, 20, 32]--[1, 2]
24059 2024-05-25 [17, 18, 20, 25, 31]--[3, 12]
24060 2024-05-27 [3, 21, 25, 28, 30]--[1, 12]
24061 2024-05-29 [1, 12, 19, 31, 33]--[5, 8]
24062 2024-06-01 [5, 14, 15, 16, 33]--[3, 5]
24063 2024-06-03 [7, 12, 16, 33, 34]--[1, 3]
24064 2024-06-05 [5, 12, 21, 32, 33]--[8, 9]
24065 2024-06-08 [5, 10, 18, 26, 27]--[3, 6]
24066 2024-06-10 [13, 19, 20, 24, 25]--[6, 7]
24067 2024-06-12 [3, 11, 14, 20, 22]--[6, 9]
24068 2024-06-15 [15, 20, 31, 32, 33]--[5, 10]
24069 2024-06-17 [7, 9, 16, 20, 24]--[3, 7]
24070 2024-06-19 [4, 20, 21, 32, 34]--[2, 9]
24071 2024-06-22 [6, 10, 15, 34, 35]--[2, 10]
24072 2024-06-24 [4, 17, 21, 23, 32]--[1, 6]
24073 2024-06-26 [7, 9, 12, 21, 23]--[5, 9]
24074 2024-06-29 [2, 10, 11, 21, 27]--[9, 11]
24075 2024-07-01 [8, 17, 26, 28, 32]--[1, 10]
24076 2024-07-03 [1, 6, 22, 27, 35]--[7, 12]
24077 2024-07-06 [1, 3, 25, 26, 29]--[6, 12]
24078 2024-07-08 [5, 7, 10, 14, 15]--[4, 7]
24079 2024-07-10 [3, 8, 17, 18, 23]--[6, 11]
24080 2024-07-13 [3, 5, 24, 27, 28]--[9, 11]
24081 2024-07-15 [14, 15, 25, 27, 34]--[1, 10]
24082 2024-07-17 [8, 21, 23, 24, 26]--[4, 5]
24083 2024-07-20 [9, 11, 12, 13, 30]--[7, 9]
24084 2024-07-22 [4, 11, 16, 17, 23]--[5, 10]
24085 2024-07-24 [2, 9, 16, 29, 35]--[1, 6]
24086 2024-07-27 [11, 12, 14, 22, 28]--[7, 11]
24087 2024-07-29 [7, 10, 20, 28, 34]--[5, 10]
24088 2024-07-31 [1, 2, 23, 28, 32]--[3, 5]
24089 2024-08-03 [5, 6, 29, 30, 34]--[7, 8]
24090 2024-08-05 [2, 3, 6, 28, 33]--[7, 11]
24091 2024-08-07 [1, 8, 11, 17, 21]--[1, 2]
24092 2024-08-10 [2, 4, 25, 26, 31]--[1, 6]
24093 2024-08-12 [16, 24, 26, 28, 29]--[8, 12]
24094 2024-08-14 [12, 13, 24, 29, 31]--[2, 8]
24095 2024-08-17 [1, 7, 19, 26, 27]--[3, 5]
24096 2024-08-19 [2, 3, 23, 27, 31]--[1, 10]
24097 2024-08-21 [7, 11, 12, 14, 19]--[2, 8]
24098 2024-08-24 [3, 10, 15, 19, 29]--[9, 10]
24099 2024-08-26 [4, 10, 24, 31, 35]--[5, 8]
24100 2024-08-28 [2, 12, 19, 22, 32]--[5, 11]
24101 2024-08-31 [16, 19, 22, 27, 35]--[6, 10]
24102 2024-09-02 [1, 5, 9, 14, 20]--[5, 11]
24103 2024-09-04 [19, 21, 29, 32, 33]--[6, 8]
24104 2024-09-07 [1, 4, 9, 13, 17]--[6, 9]
24105 2024-09-09 [14, 20, 21, 28, 32]--[9, 11]
24106 2024-09-11 [5, 11, 19, 22, 29]--[2, 12]
